ID,Trap ID per site,Sampling Project,Use in Popn Analysis,Sessions,Site,Easting,Northing,Sess 1,Sess 2,Sess 3,Sess 4,Sess 5
611,SGate-2010-30,Southgate-2010,yes,4,30,373627.3656,5641228.467,F365,"F343,M368,M370","M336,M353",,
612,SGate-2010-31,Southgate-2010,yes,4,31,383046.251,5636538.746,,,,,
613,SGate-2010-32,Southgate-2010,yes,4,32,385830.3071,5643138.381,,,,M334,
614,SGate-2010-35,Southgate-2010,yes,4,35,401082.8173,5641372.121,,,M372,,
615,SGate-2010-39,Southgate-2010,yes,4,39,421850.6925,5641448.478,,,,,
616,SGate-2010-40,Southgate-2010,yes,4,40,428731.4635,5642521.194,,"F344,M189",M189,,
617,SGate-2010-43,Southgate-2010,yes,4,43,376584.6498,5638170.107,,,,,
618,SGate-2010-44,Southgate-2010,yes,4,44,378002.743,5637909.868,M334,,,F378,
619,SGate-2010-45,Southgate-2010,yes,4,45,381417.0465,5636363.409,"F366,M354",M368,F352,,
620,SGate-2010-47,Southgate-2010,yes,4,47,389387.1107,5636247.6,F366,F366,,M372,
621,SGate-2010-48,Southgate-2010,yes,4,48,396121.3947,5634702.122,"F361,F367",,M372,F361,
622,SGate-2010-49,Southgate-2010,yes,4,49,404900.7257,5638726.575,,,,,
623,SGate-2010-52,Southgate-2010,yes,4,52,420120.8444,5638684.443,"F371,M189","M120,M189",,,
624,SGate-2010-55,Southgate-2010,yes,4,55,431119.7543,5638011.827,F371,F371,M189,M42,
625,SGate-2010-61,Southgate-2010,yes,4,61,377063.5509,5632830.518,F377,F377,"F373,M374","F373,M374",
626,SGate-2010-62,Southgate-2010,yes,4,62,381126.0701,5630420.792,M354,M354,F335,F335,
627,SGate-2010-63,Southgate-2010,yes,4,63,386381.4419,5634847.017,"F335,M353,M354",,M336,,
628,SGate-2010-64,Southgate-2010,yes,4,64,390329.3721,5632238.377,M368,"F361,F367",M336,,
629,SGate-2010-65,Southgate-2010,yes,4,65,394604.7514,5632525.224,"F367,M353","F355,F361,F367","M336,M372",,
630,SGate-2010-72,Southgate-2010,yes,4,72,432306.5325,5631171.182,F371,F371,"F375,M189",,
631,SGate-2010-76,Southgate-2010,yes,4,76,366777.3272,5628446.759,,,,,
632,SGate-2010-77,Southgate-2010,yes,4,77,372488.5327,5625812.728,F378,M345,F378,,
633,SGate-2010-80,Southgate-2010,yes,4,80,385944.0993,5628231.293,,"F346,M354","F346,M353,M354","F346,M354",
634,SGate-2010-81,Southgate-2010,yes,4,81,395129.9984,5626794.212,"F355,M372",F338,"F338,F355,M336,M372","F355,M372",
635,SGate-2010-82,Southgate-2010,yes,4,82,399172.7414,5626820.221,M336,"F338,M333,M372","F338,M336","M333,M336",
636,SGate-2010-93,Southgate-2010,yes,4,93,372602.7462,5622847.675,"F337,M345","F337,M345","F337,M356","F337,F376,M356",
637,SGate-2010-95,Southgate-2010,yes,4,95,398342.0114,5623010.89,"F338,F355",F355,F338,"F338,M333",
638,SGate-2010-96,Southgate-2010,yes,4,96,400389.9001,5623122.563,,"F338,M336",,F338,
639,SGate-2010-100,Southgate-2010,yes,4,100,406476.3652,5671996.858,F362,M348,F362,"F362,F363",
640,SGate-2010-101,Southgate-2010,yes,4,101,410265.5501,5674513.274,M359,,,,
641,SGate-2010-102,Southgate-2010,yes,4,102,418360.7285,5673160.936,"M348,M349,M42","F339,M341","M341,M358,M42",M341,
642,SGate-2010-103,Southgate-2010,yes,4,103,413840.7482,5670720.805,"F339,F362,M348,M369","F339,F347,M348,M42","F347,M341,M348,M359","M341,M348,M359",
643,SGate-2010-104,Southgate-2010,yes,4,104,422514.7677,5663532.216,"F215,F340,F342,M341,M42",F340,"F340,M42",M42,
644,SGate-2010-105,Southgate-2010,yes,4,105,422346.7592,5657779.893,,,,,
